	t 	y
0	5
0.1975	5.522197012407227
0.395	4.101612372458422
0.5925	2.1397847187706596
0.79	0.6286037108517439
0.9875	-0.05012744680111347
1.185	-0.0025200630195025553
1.3825	0.4331228981512739
1.58	0.9185309833390913
1.7775	1.2453615521250672
1.975	1.3579665281350417
2.1725000000000003	1.3074873460928365
2.37	1.1851638310014077
2.5675	1.0696273143214623
2.7649999999999997	1.0022582173000874
2.9624999999999995	0.987706780572016
3.1599999999999993	1.008290248630759
3.357499999999999	1.0406235331258697
3.554999999999999	1.0671124477028928
3.7524999999999986	1.0801591600964955
3.9499999999999984	1.0806757438562824
